restaurant,cuisine_type,location,price_level,rating,review_count
Khoong Foodie,"Chinese,Asian,Taiwanese","No.247,Lebuh Kimberley, George Town, Penang Island 10100 Malaysia",1,,0
Zaxby's,Fast food,"1133 Lexington Road, George Town, Penang Island 40324 Malaysia",,,0
B6 Tranditional Enterrise,Fast food,,,,0
Fujiwara TOMYAM Noodles House,"Asian,Thai","38A,Lebuh tye sin, George Town, Penang Island 10300 Malaysia",1,,0
Seed Natural Food Cafe,Chinese,"12A Abu Siti Lane, George Town, Penang Island 10050 Malaysia",,,0
Cong Sen Steamboat,Chinese,"No. 154, Jalan Pintal Tali, George Town, Penang Island 10100 Malaysia",2,,0
Kai's Tea House,Chinese,"Beach Street, George Town, Penang Island 10300 Malaysia",1,,0
Chayu Kafei Restaurant,"Cafe,Asian,Malaysian,Chinese","33 Jalan Trang, George Town, Penang Island 10150 Malaysia",,,0
Uncle Joe Kutu Mayung,Chinese,,,,0
Japan Food Street,Japanese,"Jalan Penang, George Town, Penang Island 10000 Malaysia",1,,0
The Six Hunan Ramen,Chinese,"Jalan Dato Keramat 79-G-12 & 42-43, Penang Time Square, George Town, Penang Island 10150 Malaysia",1,,0
Bento by Lehome Taste,,,1,,0
Victorian Garden Tea Room & Cafe,"Steakhouse,Cafe,Fast food","33 Jalan Irrawadi 33, Jalan Irrawady, 10050 Georgetown, Penang, George Town, Penang Island 10050 Malaysia",1,,0
Sukhothai Beef Noodle House,,,1,,0
Rabbit Breaks,Cafe,"181, Lebuh Victoria, George Town, Penang Island 10300 Malaysia",1,,0
Sun Village Catering Buffet,Barbecue,"No.43, Jalan Pahang, George Town, Penang Island 11200 Malaysia",,,0
Handy Spoon,"Malaysian,Asian","24b, Weld Quay, George Town, Penang Island 10200 Malaysia",,,0
museum cafe,Cafe,"No. 7, Jalan D.S. Ramanathan, George Town, Penang Island Malaysia",,,0
All make sense cafe,Cafe,"No 7, Tanjung Bunga Park,, Tanjung Bungah, Penang Island Malaysia",,,0
Round Island Cafe,"Malaysian,Asian","Jalan Hassan Abas, Teluk Bahang, Tanjung Bungah, Penang Island 11050 Malaysia",,,0
Lan?????s Corner Ikan Bakar,"Asian,Malaysian,Seafood","554, Jalan Tanjung Bungah, Tanjung Bungah, Penang Island 11200 Malaysia",,2.5,2
Sushi Tei,"Japanese,Sushi,Asian","100 Persiaran Bayan Indah 3F-22A, Queensbay Mall, Bayan Lepas, Penang Island 11900 Malaysia",2,,0
Uchino Ramen,Japanese,"43-A-G Persiaran Bayan Indah opposite Starbucks QUEENSBAY MALL, Bayan Lepas, Penang Island 11900 Malaysia",1,,0
Papisz Cafe,Steakhouse,"27 Persiaran Mahsuri 1/1, Bayan Lepas, Penang Island 11900 Malaysia",,,0
Delicios Cafe,"Thai,Indonesian,Malaysian,Asian","1158 Lorong kampung Bukit, Bayan Lepas, Penang Island 09200 Malaysia",,,0
Masala Hut Authentic Indian Cuisine,"Indian,Asian,Fusion","1-1-31 Elit Avenue, Jalan Mayang Pasir 3 Elit Avenue, Bayan Lepas, Penang Island 11950 Malaysia",1,,0
Water World Seafood Buffet Steamboat,,,1,,0
Shaik Dawood Nasi Kandar,,,1,,0
Uncle Lim's Recipe,"Chinese,Asian,Malaysian","LG03-1B, Lengkok Mayang Pasir, Bayan Lepas, Penang Island 11500 Malaysia",1,,0
Restro Uwong Palembang,"Indonesian,Asian","1-1-45 Elite Avenue Jln Mayang Pasir 3, Bayan Lepas, Penang Island 11900 Malaysia",,,0
Hilmee Burger,"Malaysian,Asian","Jalan Tengah, Bayan Lepas, Penang Island Malaysia",,,0
Isaac Toast & Coffee,"Korean,Asian","Queen Bay Mall Lgf-102, Bayan Lepas, Penang Island 11900 Malaysia",,,0
Daniel's Lebanese Cuisine,"Mediterranean,Middle Eastern,Lebanese","Jalan Mahsuri Bayan Baru, Bayan Lepas, Penang Island 11900 Malaysia",,,0
Reframe Coffee Roasters,Cafe,"72-1-53a Jalan Mahsuri Arena Curve, Bayan Lepas, Penang Island 11950 Malaysia",1,,0
Laosiang Food Marketing,Chinese,"106, Lintang Mayang Pasir 2 Bandar Bayan Baru, Bayan Lepas, Penang Island 11950 Malaysia",1,,0
Four Star Restoran,"Chinese,Indian,Fusion","10 Persiaran Paya Terubong 2, Bayan Lepas, Penang Island 11900 Malaysia",1,,0
HB Dessert House,"Malaysian,Asian","3F-06, QB Mall, Bayan Lepas, Penang Island 11900 Malaysia",,,0
Hk Triplemilk,,"13 Lebuh Relau 29-1-63 Golden Triangle, Bayan Lepas, Penang Island 11900 Malaysia",1,,0
